ID_Pedido,Data_Pedido,ID_Cliente,Segmento,Pais,Cidade,Estado,ID_Produto,Categoria,SubCategoria,Valor_Venda
US-2016-164308,24/09/2016,SC-20680,Home Office,Brasil,São Sebastião da Grama,São Paulo,TEC-PH-10004120,Aparelhos,Phones,821.94
CA-2018-108112,15/11/2018,DK-12895,Consumidor,Brasil,Colina,São Paulo,FUR-FU-10003553,Decoração,Furnishings,220.064
CA-2018-108112,15/11/2018,DK-12895,Consumidor,Brasil,Coronel Xavier Chaves,Minas Gerais,FUR-FU-10001488,Decoração,Furnishings,339.136
CA-2016-100685,19/12/2016,SM-20950,Corporate,Brasil,Cumari,Goiás,OFF-BI-10003094,Papelaria,Binders,7.04
CA-2016-100685,19/12/2016,SM-20950,Corporate,Brasil,Queimada Nova,Piauí,OFF-FA-10003472,Papelaria,Fasteners,5.04
CA-2016-100685,19/12/2016,SM-20950,Corporate,Brasil,Pereiras,São Paulo,OFF-PA-10001289,Papelaria,Paper,116.28
CA-2016-165414,21/12/2016,LS-17245,Consumidor,Brasil,Pimenteiras do Oeste,Rondônia,TEC-PH-10002293,Aparelhos,Phones,47.976
CA-2017-140417,25/09/2017,KE-16420,Corporate,Brasil,Paverama,Rio Grande do Sul,OFF-PA-10000380,Papelaria,Paper,60.048
CA-2017-140417,25/09/2017,KE-16420,Corporate,Brasil,Ajuricaba,Rio Grande do Sul,OFF-BI-10004828,Papelaria,Binders,5.022
US-2018-151316,24/06/2018,MC-17635,Corporate,Brasil,Cianorte,Paraná,OFF-BI-10004632,Papelaria,Binders,182.994
US-2018-151316,24/06/2018,MC-17635,Corporate,Brasil,Ibiúna,São Paulo,OFF-PA-10000327,Papelaria,Paper,10.272
CA-2018-163692,07/09/2018,Dp-13240,Home Office,Brasil,Vassouras,Rio de Janeiro,OFF-BI-10003291,Papelaria,Binders,7.857
CA-2017-111913,04/08/2017,LC-16930,Corporate,Brasil,Piracanjuba,Goiás,TEC-PH-10002275,Aparelhos,Phones,302.384
CA-2017-111913,04/08/2017,LC-16930,Corporate,Brasil,Areiópolis,São Paulo,OFF-BI-10003291,Papelaria,Binders,20.952
CA-2017-111913,04/08/2017,LC-16930,Corporate,Brasil,Vargem Bonita,Santa Catarina,OFF-BI-10000343,Papelaria,Binders,11.784
US-2015-156559,19/08/2015,LH-16900,Consumidor,Brasil,Lins,São Paulo,FUR-BO-10000711,Decoração,Bookcases,638.82
CA-2017-161473,01/04/2017,TB-21175,Corporate,Brasil,Uruguaiana,Rio Grande do Sul,OFF-LA-10001297,Papelaria,Labels,20.7
CA-2017-161473,01/04/2017,TB-21175,Corporate,Brasil,Avelino Lopes,Piauí,OFF-SU-10001574,Papelaria,Supplies,10.95
CA-2017-161473,01/04/2017,TB-21175,Corporate,Brasil,Água Comprida,Minas Gerais,OFF-BI-10003305,Papelaria,Binders,14.352
CA-2018-166576,16/05/2018,JM-15865,Consumidor,Brasil,Guairaçá,Paraná,OFF-ST-10002574,Papelaria,Storage,221.024
CA-2016-102491,24/08/2016,KW-16435,Consumidor,Brasil,Sítio d'Abadia,Goiás,TEC-MA-10000864,Aparelhos,Machines,3080.0
CA-2016-102491,24/08/2016,KW-16435,Consumidor,Brasil,Passa Tempo,Minas Gerais,TEC-AC-10003289,Aparelhos,Accessories,79.96
CA-2016-102491,24/08/2016,KW-16435,Consumidor,Brasil,São Vicente,Rio Grande do Norte,TEC-PH-10001619,Aparelhos,Phones,587.97
CA-2015-116904,23/09/2015,SC-20095,Consumidor,Brasil,Severiano Melo,Rio Grande do Norte,OFF-PA-10004888,Papelaria,Paper,32.4
CA-2015-116904,23/09/2015,SC-20095,Consumidor,Brasil,Escada,Pernambuco,OFF-ST-10000736,Papelaria,Storage,404.9
CA-2015-116904,23/09/2015,SC-20095,Consumidor,Brasil,Novo Brasil,Goiás,OFF-BI-10001120,Papelaria,Binders,9449.95
CA-2015-116904,23/09/2015,SC-20095,Consumidor,Brasil,São Benedito do Sul,Pernambuco,OFF-BI-10000301,Papelaria,Binders,12.94
US-2018-102288,19/06/2018,ZC-21910,Consumidor,Brasil,Paverama,Rio Grande do Sul,OFF-AP-10004655,Papelaria,Appliances,2.264
US-2018-102288,19/06/2018,ZC-21910,Consumidor,Brasil,Itabuna,Bahia,OFF-AP-10002906,Papelaria,Appliances,0.444
US-2018-102288,19/06/2018,ZC-21910,Consumidor,Brasil,Mortugaba,Bahia,OFF-PA-10000740,Papelaria,Paper,146.176
CA-2018-137456,21/12/2018,RB-19465,Home Office,Brasil,Santo Antônio do Leste,Mato Grosso,FUR-FU-10001940,Decoração,Furnishings,15.92
US-2018-155999,07/08/2018,JK-15370,Consumidor,Brasil,Luiz Alves,Santa Catarina,TEC-PH-10000439,Aparelhos,Phones,159.96
US-2018-155999,07/08/2018,JK-15370,Consumidor,Brasil,Ipê,Rio Grande do Sul,OFF-BI-10000404,Papelaria,Binders,13.76
US-2017-148334,22/08/2017,DD-13570,Consumidor,Brasil,Barracão,Paraná,OFF-BI-10003676,Papelaria,Binders,4.312
CA-2016-105599,07/09/2016,MC-17275,Consumidor,Brasil,São Miguel do Araguaia,Goiás,OFF-ST-10002486,Papelaria,Storage,13.96
CA-2016-105599,07/09/2016,MC-17275,Consumidor,Brasil,Ceres,Goiás,FUR-TA-10003837,Decoração,Tables,27.414
CA-2016-153717,25/12/2016,DL-13495,Corporate,Brasil,Caetité,Bahia,TEC-PH-10002923,Aparelhos,Phones,73.98
CA-2016-153717,25/12/2016,DL-13495,Corporate,Brasil,Brasília de Minas,Minas Gerais,FUR-BO-10004360,Decoração,Bookcases,160.98
CA-2016-153717,25/12/2016,DL-13495,Corporate,Brasil,São Miguel do Iguaçu,Paraná,OFF-PA-10002160,Papelaria,Paper,17.34
CA-2016-153717,25/12/2016,DL-13495,Corporate,Brasil,Itaboraí,Rio de Janeiro,OFF-AR-10002375,Papelaria,Art,3.28
CA-2016-116687,02/05/2016,NC-18625,Corporate,Brasil,Cuité de Mamanguape,Paraíba,OFF-LA-10000443,Papelaria,Labels,8.856
CA-2016-116687,02/05/2016,NC-18625,Corporate,Brasil,Bom Conselho,Pernambuco,TEC-PH-10001750,Aparelhos,Phones,158.376
CA-2017-163573,24/11/2017,AC-10450,Consumidor,Brasil,São João do Ivaí,Paraná,OFF-BI-10004632,Papelaria,Binders,1219.96
CA-2016-153416,24/11/2016,TS-21340,Consumidor,Brasil,Porto,Piauí,OFF-BI-10002813,Papelaria,Binders,3.168
CA-2016-153416,24/11/2016,TS-21340,Consumidor,Brasil,São João do Pacuí,Minas Gerais,OFF-PA-10002005,Papelaria,Paper,19.44
CA-2016-153416,24/11/2016,TS-21340,Consumidor,Brasil,Dona Emma,Santa Catarina,OFF-ST-10000060,Papelaria,Storage,454.86
CA-2016-153416,24/11/2016,TS-21340,Consumidor,Brasil,Erechim,Rio Grande do Sul,OFF-BI-10002706,Papelaria,Binders,91.392
CA-2018-117394,04/09/2018,MM-17920,Consumidor,Brasil,São José do Calçado,Espírito Santo,TEC-AC-10000199,Aparelhos,Accessories,19.04
CA-2018-133823,11/05/2018,LP-17080,Consumidor,Brasil,Modelo,Santa Catarina,OFF-PA-10002870,Papelaria,Paper,37.44
CA-2018-133823,11/05/2018,LP-17080,Consumidor,Brasil,Quiterianópolis,Ceará,OFF-LA-10004545,Papelaria,Labels,37.59
CA-2018-133823,11/05/2018,LP-17080,Consumidor,Brasil,Bagre,Pará,OFF-BI-10000962,Papelaria,Binders,26.032
CA-2015-127523,11/05/2015,BG-11695,Corporate,Brasil,Lupércio,São Paulo,OFF-AP-10004249,Papelaria,Appliances,35.91
CA-2018-123239,27/07/2018,MG-18145,Consumidor,Brasil,Torixoréu,Mato Grosso,FUR-FU-10001602,Decoração,Furnishings,91.032
CA-2018-156769,06/05/2018,GZ-14470,Consumidor,Brasil,Brejinho,Rio Grande do Norte,OFF-AR-10003179,Papelaria,Art,54.66
CA-2015-127299,19/09/2015,JL-15835,Consumidor,Brasil,Indiavaí,Mato Grosso,OFF-ST-10003722,Papelaria,Storage,67.344
CA-2015-127299,19/09/2015,JL-15835,Consumidor,Brasil,Jacaraci,Bahia,TEC-MA-10001127,Aparelhos,Machines,2624.985
CA-2016-121272,29/03/2016,DO-13435,Consumidor,Brasil,Paracatu,Minas Gerais,OFF-AP-10001947,Papelaria,Appliances,73.28
CA-2015-115336,18/11/2015,AB-10600,Corporate,Brasil,Itapissuma,Pernambuco,OFF-BI-10001107,Papelaria,Binders,14.48
CA-2016-111703,02/07/2016,KB-16315,Consumidor,Brasil,Santo Antônio do Jacinto,Minas Gerais,OFF-PA-10000349,Papelaria,Paper,11.952
CA-2016-111703,02/07/2016,KB-16315,Consumidor,Brasil,Apiúna,Santa Catarina,OFF-PA-10003349,Papelaria,Paper,15.552
CA-2015-128839,08/09/2015,TT-21070,Consumidor,Brasil,Cocal do Sul,Santa Catarina,OFF-FA-10002280,Papelaria,Fasteners,45.0
CA-2015-128839,08/09/2015,TT-21070,Consumidor,Brasil,São Domingos do Norte,Espírito Santo,TEC-MA-10000029,Aparelhos,Machines,209.97
CA-2018-105914,02/10/2018,PV-18985,Home Office,Brasil,Flores,Pernambuco,OFF-BI-10002854,Papelaria,Binders,112.12
CA-2018-105914,02/10/2018,PV-18985,Home Office,Brasil,Jaguaretama,Ceará,OFF-ST-10003716,Papelaria,Storage,1575.14
CA-2018-110926,19/11/2018,DD-13570,Consumidor,Brasil,Agudos,São Paulo,OFF-FA-10000624,Papelaria,Fasteners,25.06
CA-2017-117226,30/12/2017,KD-16495,Corporate,Brasil,Campos Lindos,Tocantins,OFF-BI-10004654,Papelaria,Binders,6.924
CA-2018-127313,01/12/2018,RA-19285,Consumidor,Brasil,Campinápolis,Mato Grosso,OFF-ST-10001228,Papelaria,Storage,37.392
CA-2018-127313,01/12/2018,RA-19285,Consumidor,Brasil,Simão Pereira,Minas Gerais,FUR-FU-10003798,Decoração,Furnishings,79.12
CA-2017-136287,13/06/2017,SS-20590,Consumidor,Brasil,Pedro Gomes,Mato Grosso do Sul,OFF-LA-10003148,Papelaria,Labels,18.9
US-2015-107699,19/05/2015,JH-15820,Consumidor,Brasil,Alto Santo,Ceará,OFF-BI-10001249,Papelaria,Binders,57.42
CA-2018-112725,30/01/2018,EH-14125,Home Office,Brasil,Oriente,São Paulo,OFF-AR-10003759,Papelaria,Art,12.74
CA-2018-112725,30/01/2018,EH-14125,Home Office,Brasil,Uiraúna,Paraíba,OFF-AR-10001227,Papelaria,Art,8.82
CA-2018-112725,30/01/2018,EH-14125,Home Office,Brasil,Porto Barreiro,Paraná,FUR-CH-10000863,Decoração,Chairs,120.784
CA-2016-136196,28/11/2016,TP-21415,Consumidor,Brasil,Itaguaçu da Bahia,Bahia,FUR-FU-10004017,Decoração,Furnishings,322.59
CA-2018-106068,23/10/2018,RB-19330,Consumidor,Brasil,Pinhão,Paraná,OFF-BI-10000962,Papelaria,Binders,9.762
CA-2018-106068,23/10/2018,RB-19330,Consumidor,Brasil,Casinhas,Pernambuco,OFF-ST-10004507,Papelaria,Storage,13.72
CA-2018-106068,23/10/2018,RB-19330,Consumidor,Brasil,Cândido Mendes,Maranhão,TEC-AC-10002942,Aparelhos,Accessories,55.2
CA-2018-106068,23/10/2018,RB-19330,Consumidor,Brasil,Utinga,Bahia,OFF-ST-10002344,Papelaria,Storage,259.136
CA-2018-100160,07/09/2018,CB-12025,Consumidor,Brasil,Santo Ângelo,Rio Grande do Sul,OFF-LA-10002475,Papelaria,Labels,29.24
CA-2018-100160,07/09/2018,CB-12025,Consumidor,Brasil,Santa Rita do Sapucaí,Minas Gerais,OFF-PA-10003072,Papelaria,Paper,15.552
CA-2018-100160,07/09/2018,CB-12025,Consumidor,Brasil,Nova Friburgo,Rio de Janeiro,OFF-EN-10001509,Papelaria,Envelopes,4.896
CA-2017-139689,29/12/2017,MP-17965,Corporate,Brasil,Santa Cruz dos Milagres,Piauí,OFF-BI-10004781,Papelaria,Binders,38.088
CA-2017-139689,29/12/2017,MP-17965,Corporate,Brasil,Pindoretama,Ceará,OFF-BI-10000145,Papelaria,Binders,2.808
CA-2016-101091,05/12/2016,SW-20245,Consumidor,Brasil,Terra de Areia,Rio Grande do Sul,TEC-AC-10003280,Aparelhos,Accessories,47.984
CA-2016-101091,05/12/2016,SW-20245,Consumidor,Brasil,Tapejara,Rio Grande do Sul,OFF-BI-10001107,Papelaria,Binders,26.064
CA-2015-126907,01/11/2015,SM-20950,Corporate,Brasil,Ponto Novo,Bahia,OFF-PA-10000533,Papelaria,Paper,15.696
US-2017-164588,16/04/2017,AP-10915,Consumidor,Brasil,São Gonçalo dos Campos,Bahia,OFF-AR-10003056,Papelaria,Art,12.84
CA-2018-115546,14/05/2018,AH-10465,Consumidor,Brasil,Presidente Bernardes,Minas Gerais,TEC-PH-10002834,Aparelhos,Phones,539.97
CA-2018-115546,14/05/2018,AH-10465,Consumidor,Brasil,Corumbá de Goiás,Goiás,OFF-ST-10002214,Papelaria,Storage,22.58
CA-2016-163587,14/03/2016,EP-13915,Consumidor,Brasil,Capitão Enéas,Minas Gerais,OFF-LA-10004484,Papelaria,Labels,16.52
CA-2016-163587,14/03/2016,EP-13915,Consumidor,Brasil,Monte Belo,Minas Gerais,OFF-BI-10003091,Papelaria,Binders,671.94
US-2018-106131,14/01/2018,TP-21565,Corporate,Brasil,São Miguel das Missões,Rio Grande do Sul,TEC-AC-10003027,Aparelhos,Accessories,169.064
US-2018-106131,14/01/2018,TP-21565,Corporate,Brasil,Espumoso,Rio Grande do Sul,OFF-ST-10003638,Papelaria,Storage,168.624
CA-2016-160213,08/03/2016,AR-10825,Corporate,Brasil,Coroaci,Minas Gerais,OFF-PA-10003848,Papelaria,Paper,19.44
CA-2015-157924,11/10/2015,HA-14920,Consumidor,Brasil,Vista Serrana,Paraíba,OFF-ST-10002352,Papelaria,Storage,31.92
CA-2015-157924,11/10/2015,HA-14920,Consumidor,Brasil,Adamantina,São Paulo,FUR-CH-10000229,Decoração,Chairs,433.568
CA-2016-100216,13/04/2016,HJ-14875,Home Office,Brasil,Vitor Meireles,Santa Catarina,OFF-PA-10000788,Papelaria,Paper,31.104
CA-2016-100216,13/04/2016,HJ-14875,Home Office,Brasil,Coreaú,Ceará,OFF-PA-10002968,Papelaria,Paper,54.816
CA-2018-100601,16/11/2018,JK-15370,Consumidor,Brasil,Santa Cruz,Paraíba,OFF-ST-10002486,Papelaria,Storage,48.86
CA-2017-152163,01/07/2017,JF-15355,Consumidor,Brasil,Alfenas,Minas Gerais,OFF-BI-10002215,Papelaria,Binders,14.2
CA-2017-152163,01/07/2017,JF-15355,Consumidor,Brasil,Pedra Bela,São Paulo,OFF-PA-10000788,Papelaria,Paper,12.96
CA-2017-152163,01/07/2017,JF-15355,Consumidor,Brasil,Santana,Amapá,OFF-BI-10003364,Papelaria,Binders,58.34
CA-2016-154340,29/11/2016,EK-13795,Home Office,Brasil,Coité do Nóia,Alagoas,OFF-AR-10003582,Papelaria,Art,56.3
CA-2015-128846,07/04/2015,RS-19765,Corporate,Brasil,Cabeceiras do Piauí,Piauí,TEC-PH-10003273,Aparelhos,Phones,629.95
CA-2015-128846,07/04/2015,RS-19765,Corporate,Brasil,São João do Oeste,Santa Catarina,OFF-PA-10000100,Papelaria,Paper,122.97
CA-2017-148593,16/06/2017,BD-11320,Consumidor,Brasil,Hugo Napoleão,Piauí,OFF-PA-10001776,Papelaria,Paper,46.35
US-2018-119039,06/03/2018,BF-11170,Home Office,Brasil,Cáceres,Mato Grosso,OFF-BI-10004182,Papelaria,Binders,14.976
CA-2018-128426,07/10/2018,JK-15730,Consumidor,Brasil,Pilar de Goiás,Goiás,OFF-BI-10000756,Papelaria,Binders,4.24
US-2018-136868,06/10/2018,CR-12820,Home Office,Brasil,Coromandel,Minas Gerais,TEC-AC-10001539,Aparelhos,Accessories,319.96
US-2018-136868,06/10/2018,CR-12820,Home Office,Brasil,Madre de Deus de Minas,Minas Gerais,OFF-PA-10002377,Papelaria,Paper,17.04
US-2018-136868,06/10/2018,CR-12820,Home Office,Brasil,Itajá,Rio Grande do Norte,OFF-ST-10000991,Papelaria,Storage,344.91
CA-2017-143749,05/12/2017,AG-10300,Corporate,Brasil,Santa Teresinha,Bahia,FUR-BO-10002853,Decoração,Bookcases,81.94
CA-2017-111493,21/10/2017,CM-12160,Consumidor,Brasil,Jaguaretama,Ceará,TEC-AC-10004510,Aparelhos,Accessories,98.16
CA-2018-112536,18/05/2018,SG-20890,Corporate,Brasil,Paiva,Minas Gerais,OFF-BI-10003712,Papelaria,Binders,6.874
CA-2018-112536,18/05/2018,SG-20890,Corporate,Brasil,Marianópolis do Tocantins,Tocantins,OFF-BI-10002571,Papelaria,Binders,1.996
CA-2018-112536,18/05/2018,SG-20890,Corporate,Brasil,Joanópolis,São Paulo,OFF-ST-10004835,Papelaria,Storage,8.928
CA-2017-157714,26/09/2017,CS-12175,Corporate,Brasil,Matões,Maranhão,OFF-PA-10004022,Papelaria,Paper,9.99
CA-2018-166709,17/11/2018,HL-15040,Consumidor,Brasil,Rio Piracicaba,Minas Gerais,TEC-CO-10004722,Aparelhos,Copiers,10499.97
CA-2016-129392,08/07/2016,DM-13015,Consumidor,Brasil,Timóteo,Minas Gerais,OFF-PA-10004248,Papelaria,Paper,21.12
CA-2016-150875,16/11/2016,HK-14890,Corporate,Brasil,Capoeiras,Pernambuco,FUR-TA-10000577,Decoração,Tables,696.42
CA-2016-150875,16/11/2016,HK-14890,Corporate,Brasil,Piquerobi,São Paulo,TEC-PH-10001254,Aparelhos,Phones,304.776
CA-2016-154200,18/06/2016,BG-11740,Consumidor,Brasil,Catas Altas da Noruega,Minas Gerais,OFF-AR-10001044,Papelaria,Art,51.98
CA-2017-124233,08/04/2017,CK-12595,Consumidor,Brasil,Barra de São Miguel,Paraíba,FUR-FU-10002597,Decoração,Furnishings,24.7
US-2016-134271,18/04/2016,RF-19735,Consumidor,Brasil,Taquarussu,Mato Grosso do Sul,OFF-LA-10004093,Papelaria,Labels,21.93
US-2017-161683,03/12/2017,CJ-12010,Consumidor,Brasil,Bom Jesus de Goiás,Goiás,OFF-AP-10000179,Papelaria,Appliances,394.816
US-2017-161683,03/12/2017,CJ-12010,Consumidor,Brasil,Presidente Médici,Maranhão,OFF-BI-10001072,Papelaria,Binders,18.192
CA-2016-143105,10/12/2016,MA-17560,Home Office,Brasil,Cerejeiras,Rondônia,OFF-LA-10004093,Papelaria,Labels,7.31
CA-2016-143105,10/12/2016,MA-17560,Home Office,Brasil,São Félix de Balsas,Maranhão,TEC-CO-10002095,Aparelhos,Copiers,799.984
CA-2016-143105,10/12/2016,MA-17560,Home Office,Brasil,Boa Esperança,Paraná,OFF-PA-10002713,Papelaria,Paper,41.28
CA-2016-143105,10/12/2016,MA-17560,Home Office,Brasil,Estrela,Rio Grande do Sul,OFF-PA-10002254,Papelaria,Paper,184.66
CA-2015-145387,31/10/2015,AM-10705,Consumidor,Brasil,São Bernardino,Santa Catarina,OFF-AR-10001683,Papelaria,Art,49.25
CA-2015-145387,31/10/2015,AM-10705,Consumidor,Brasil,Pedra Bonita,Minas Gerais,OFF-PA-10002195,Papelaria,Paper,10.16
CA-2015-145387,31/10/2015,AM-10705,Consumidor,Brasil,Manoel Urbano,Acre,FUR-FU-10002364,Decoração,Furnishings,14.76
CA-2015-145387,31/10/2015,AM-10705,Consumidor,Brasil,Estiva Gerbi,São Paulo,OFF-BI-10004001,Papelaria,Binders,34.08
CA-2015-145387,31/10/2015,AM-10705,Consumidor,Brasil,Nova Ubiratã,Mato Grosso,FUR-FU-10000023,Decoração,Furnishings,17.67
CA-2015-145387,31/10/2015,AM-10705,Consumidor,Brasil,Senador Cortes,Minas Gerais,FUR-CH-10002320,Decoração,Chairs,1604.9
CA-2015-145387,31/10/2015,AM-10705,Consumidor,Brasil,Arroio do Tigre,Rio Grande do Sul,FUR-TA-10003238,Decoração,Tables,385.686
CA-2018-109715,09/12/2018,AH-10585,Consumidor,Brasil,São Martinho,Rio Grande do Sul,OFF-PA-10004965,Papelaria,Paper,15.984
CA-2015-166457,05/05/2015,PF-19120,Consumidor,Brasil,Guarda-Mor,Minas Gerais,OFF-PA-10003016,Papelaria,Paper,9.42
CA-2015-166457,05/05/2015,PF-19120,Consumidor,Brasil,Davinópolis,Maranhão,OFF-AR-10003651,Papelaria,Art,6.56
CA-2015-166457,05/05/2015,PF-19120,Consumidor,Brasil,Bebedouro,São Paulo,OFF-PA-10001363,Papelaria,Paper,24.56
CA-2017-164637,04/03/2017,RD-19480,Consumidor,Brasil,Erebango,Rio Grande do Sul,OFF-BI-10003876,Papelaria,Binders,128.4
CA-2015-103590,30/11/2015,JL-15505,Consumidor,Brasil,Faxinalzinho,Rio Grande do Sul,OFF-EN-10004007,Papelaria,Envelopes,62.28
CA-2016-111234,18/02/2016,AB-10600,Corporate,Brasil,Muribeca,Sergipe,OFF-LA-10002271,Papelaria,Labels,9.24
CA-2018-149881,01/04/2018,NC-18535,Corporate,Brasil,Leópolis,Paraná,FUR-BO-10003894,Decoração,Bookcases,482.664
CA-2018-149881,01/04/2018,NC-18535,Corporate,Brasil,São Jorge,Rio Grande do Sul,TEC-MA-10000418,Aparelhos,Machines,4799.984
CA-2018-134565,11/06/2018,TB-21400,Consumidor,Brasil,Rio Espera,Minas Gerais,OFF-PA-10004243,Papelaria,Paper,37.94
CA-2018-134565,11/06/2018,TB-21400,Consumidor,Brasil,Governador Eugênio Barros,Maranhão,OFF-BI-10001759,Papelaria,Binders,18.288
CA-2018-134565,11/06/2018,TB-21400,Consumidor,Brasil,Arara,Paraíba,TEC-MA-10001570,Aparelhos,Machines,385.8
CA-2018-134565,11/06/2018,TB-21400,Consumidor,Brasil,Várzea Grande,Piauí,OFF-ST-10004804,Papelaria,Storage,102.96
CA-2018-134565,11/06/2018,TB-21400,Consumidor,Brasil,Domingos Mourão,Piauí,FUR-BO-10001519,Decoração,Bookcases,174.42
CA-2017-108644,30/09/2017,SJ-20215,Consumidor,Brasil,Cabeceiras,Goiás,OFF-BI-10000343,Papelaria,Binders,1.964
US-2015-102631,13/12/2015,EB-13840,Corporate,Brasil,Maracaçumé,Maranhão,FUR-FU-10003930,Decoração,Furnishings,94.428
CA-2018-120327,11/11/2018,WB-21850,Consumidor,Brasil,Riachuelo,Sergipe,OFF-FA-10004854,Papelaria,Fasteners,45.92
CA-2016-154970,05/01/2016,SR-20740,Home Office,Brasil,Ilhabela,São Paulo,FUR-CH-10003396,Decoração,Chairs,61.584
CA-2017-113803,24/03/2017,VG-21805,Corporate,Brasil,Acarape,Ceará,OFF-PA-10001994,Papelaria,Paper,22.48
CA-2018-100223,05/07/2018,LS-16945,Corporate,Brasil,Witmarsum,Santa Catarina,FUR-FU-10003601,Decoração,Furnishings,332.028
CA-2018-100223,05/07/2018,LS-16945,Corporate,Brasil,Lajedo do Tabocal,Bahia,OFF-BI-10003429,Papelaria,Binders,11.394
CA-2018-100223,05/07/2018,LS-16945,Corporate,Brasil,Espumoso,Rio Grande do Sul,OFF-PA-10000232,Papelaria,Paper,15.552
CA-2018-100223,05/07/2018,LS-16945,Corporate,Brasil,Piquet Carneiro,Ceará,OFF-PA-10002195,Papelaria,Paper,31.104
CA-2018-100223,05/07/2018,LS-16945,Corporate,Brasil,Ibituruna,Minas Gerais,OFF-BI-10004492,Papelaria,Binders,6.316
CA-2015-168823,21/09/2015,MA-17560,Home Office,Brasil,Sento Sé,Bahia,OFF-PA-10004000,Papelaria,Paper,11.352
CA-2015-168823,21/09/2015,MA-17560,Home Office,Brasil,Amparo,São Paulo,OFF-LA-10004425,Papelaria,Labels,20.808
CA-2017-162404,23/07/2017,NF-18475,Home Office,Brasil,Balbinos,São Paulo,OFF-BI-10000948,Papelaria,Binders,11.416
CA-2018-104024,29/08/2018,MD-17860,Corporate,Brasil,Boa Vista do Incra,Rio Grande do Sul,OFF-AR-10001972,Papelaria,Art,9.408
CA-2018-147144,26/03/2018,MZ-17335,Home Office,Brasil,Irajuba,Bahia,OFF-AR-10004587,Papelaria,Art,19.83
CA-2018-158673,29/12/2018,KB-16600,Corporate,Brasil,Lebon Régis,Santa Catarina,OFF-PA-10000994,Papelaria,Paper,209.7
CA-2015-133704,20/09/2015,MA-17995,Home Office,Brasil,Crixás,Goiás,OFF-AP-10001366,Papelaria,Appliances,43.92
CA-2015-133704,20/09/2015,MA-17995,Home Office,Brasil,Pescaria Brava,Santa Catarina,OFF-BI-10001636,Papelaria,Binders,20.232
CA-2017-159142,04/04/2017,ME-17320,Home Office,Brasil,Paranhos,Mato Grosso do Sul,TEC-PH-10001448,Aparelhos,Phones,149.97
CA-2017-159142,04/04/2017,ME-17320,Home Office,Brasil,Pilar do Sul,São Paulo,OFF-PA-10001776,Papelaria,Paper,27.81
CA-2015-138436,26/03/2015,JD-15895,Corporate,Brasil,Rio Crespo,Rondônia,TEC-AC-10002323,Aparelhos,Accessories,66.3
CA-2018-117702,28/11/2018,LS-16975,Home Office,Brasil,Santana do Mundaú,Alagoas,OFF-AR-10004582,Papelaria,Art,1.64
CA-2018-117702,28/11/2018,LS-16975,Home Office,Brasil,Formosa do Oeste,Paraná,FUR-FU-10000576,Decoração,Furnishings,1049.2
CA-2018-117702,28/11/2018,LS-16975,Home Office,Brasil,Anagé,Bahia,FUR-FU-10004270,Decoração,Furnishings,20.9
CA-2017-157336,01/12/2017,SJ-20500,Consumidor,Brasil,Nossa Senhora Aparecida,Sergipe,OFF-BI-10004236,Papelaria,Binders,88.08
CA-2017-157336,01/12/2017,SJ-20500,Consumidor,Brasil,Cianorte,Paraná,FUR-CH-10004997,Decoração,Chairs,751.92
CA-2015-168130,19/09/2015,BS-11365,Corporate,Brasil,Iúna,Espírito Santo,FUR-CH-10000988,Decoração,Chairs,887.103
CA-2016-155068,23/10/2016,RA-19285,Consumidor,Brasil,Gongogi,Bahia,TEC-PH-10004897,Aparelhos,Phones,55.944
CA-2016-155068,23/10/2016,RA-19285,Consumidor,Brasil,Cláudia,Mato Grosso,OFF-AR-10002656,Papelaria,Art,10.688
CA-2016-155068,23/10/2016,RA-19285,Consumidor,Brasil,Alto Taquari,Mato Grosso,TEC-PH-10004924,Aparelhos,Phones,11.824
CA-2018-163160,13/10/2018,TS-21610,Consumidor,Brasil,Pojuca,Bahia,OFF-PA-10003127,Papelaria,Paper,63.312
CA-2018-163160,13/10/2018,TS-21610,Consumidor,Brasil,Alto Rio Doce,Minas Gerais,OFF-BI-10000778,Papelaria,Binders,96.784
CA-2018-163160,13/10/2018,TS-21610,Consumidor,Brasil,Lago dos Rodrigues,Maranhão,FUR-FU-10001424,Decoração,Furnishings,10.476
CA-2016-101924,04/09/2016,KB-16585,Corporate,Brasil,Sério,Rio Grande do Sul,OFF-BI-10000962,Papelaria,Binders,9.762
CA-2017-124793,14/03/2017,MM-18280,Corporate,Brasil,Parintins,Amazonas,FUR-CH-10002880,Decoração,Chairs,196.784
CA-2018-118367,28/10/2018,LO-17170,Corporate,Brasil,Mateiros,Tocantins,OFF-EN-10004386,Papelaria,Envelopes,47.98
CA-2018-164819,15/10/2018,RS-19420,Corporate,Brasil,Santa Luzia do Norte,Alagoas,OFF-LA-10001045,Papelaria,Labels,13.05
CA-2018-158344,07/08/2018,CC-12475,Consumidor,Brasil,Ipiranga do Sul,Rio Grande do Sul,TEC-AC-10002006,Aparelhos,Accessories,63.96
CA-2018-123351,21/09/2018,KT-16480,Consumidor,Brasil,Jeriquara,São Paulo,OFF-AP-10001242,Papelaria,Appliances,80.48
CA-2018-110429,03/11/2018,DM-13015,Consumidor,Brasil,Ibiam,Santa Catarina,OFF-BI-10000216,Papelaria,Binders,11.673
